Zelt;Zelt <-[e]s, -e> [tsɛlt] SUBST nt;1
Zeppelin;Zep·pe·lin <-s, -e> [ˈtsɛpəli:n] SUBST m;1
Zettel;Zet·tel <-s, -> [ˈtsɛtl̩] SUBST m;1
Zeuge;Zeu·ge (Zeu·gin) <-n, -n> [ˈtsɔygə, ˈtsɔygɪn] SUBST m (f) JUR;1
Ziege;Zie·ge <-, -n> [ˈtsi:gə] SUBST f;1
Ziel;Ziel <-[e]s, -e> [tsi:l] SUBST nt;1
Zigarette;Zi·ga·ret·te <-, -n> [tsigaˈrɛtə] SUBST f;3
Zimmer;Zim·mer <-s, -> [ˈtsɪmɐ] SUBST nt;1
Zins;Zins1 <-es, -en> [tsɪns] SUBST m FIN;1
Zirkus;Zir·kus <-, -se> [ˈtsɪrkʊs] SUBST m;1
Zitrone;Zi·tro·ne <-, -n> [tsiˈtro:nə] SUBST f;2
Zoll;Zoll1 <-[e]s, -> [tsɔl] SUBST m;1
Zopf;Zopf <-[e]s, Zöpfe> [tsɔpf, Pl tsœpfə] SUBST m;1
Zucker;Zu·cker1 <-s, -> [ˈtsʊkɐ] SUBST m;1
Zug;Zug1 <-[e]s, Züge> [tsu:k, Pl ˈtsy:gə] SUBST m;1
Zugang;Zu·gang <-[e]s, Zugänge> [ˈtsu:gaŋ, Pl ˈtsu:gɛŋə] SUBST m;1
Zunge;Zun·ge <-, -n> [ˈtsʊŋə] SUBST f;1
Zweck;Zweck <-[e]s, -e> [tsvɛk] SUBST m;1
Zweifel;Zwei·fel <-s, -> [ˈtsvaifl̩] SUBST m;1
Zwerg;Zwerg(in) <-[e]s, -e> [tsvɛrk, Pl ˈtsvɛrgə] SUBST m(f);1
Zwiebel;Zwie·bel <-, -n> [ˈtsvi:bl̩] SUBST f;1
